NAME,CCS,MW,WPATH,WPOL,MLogP,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings4,nRings5,nRings6,nRings7,nRings8,nRings9,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,HybRatio,nAtom,nAromBond,nAtomLAC,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,ALogP,ALogp2,AMR,Wlambda1.unity,Wlambda2.unity,Wlambda3.unity,Wnu1.unity,Wnu2.unity,Wgamma1.unity,Wgamma2.unity,Wgamma3.unity,Weta1.unity,Weta2.unity,Weta3.unity,WT.unity,WA.unity,WV.unity,WK.unity,WG.unity,WD.unity,khs.sLi,khs.ssBe,khs.ssssBe,khs.ssBH,khs.sssB,khs.ssssB,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.sssNH,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sI,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,nHBDon,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBase,PetitjeanNumber,topoShape,geomShape,nSpiroAtoms,bpol,VABC,ECCEN,VAdjMat,nAtomLC,nAcid,XLogP,apol,LipinskiFailures,Zagreb,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,nRotB,MOMI-X,MOMI-Y,MOMI-Z,MOMI-XY,MOMI-XZ,MOMI-YZ,MOMI-R,FMF,TopoPSA,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,PPSA-1,PPSA-2,PPSA-3,PNSA-1,PNSA-2,PNSA-3,DPSA-1,DPSA-2,DPSA-3,FPSA-1,FPSA-2,FPSA-3,FNSA-1,FNSA-2,FNSA-3,WPSA-1,WPSA-2,WPSA-3,WNSA-1,WNSA-2,WNSA-3,RPCG,RNCG,RPCS,RNCS,THSA,TPSA,RHSA,RPSA,GRAV-1,GRAV-2,GRAV-3,GRAVH-1,GRAVH-2,GRAVH-3,GRAV-4,GRAV-5,GRAV-6,LOBMAX,LOBMIN,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,tpsaEfficiency,nAtomP,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,fragC,Kier1,Kier2,Kier3,naAromAtom,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,nHBAcc,nB,nA,nR,nN,nD,nC,nF,nQ,nE,nG,nH,nI,nP,nL,nK,nM,nS,nT,nY,nV,nW
carbamazepine,159.22,259.084163,521,33,2.78,3,3,1,1,0,0,0,2,1,0,0,1.05,0,0.338,0,0.404,0,0.0885,0,0,30,12,0,0,0,0,0,14.1,17.8,0,4.69,0,0,0,0,0,0,0,0.5,0,0,0,2.68,7.18,71.9,1.43,2.98,5.95,0.138,0.287,0,0,0,0.534,0.57,0.509,10.4,30.5,66.2,0.181,0,1.61,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,16,-0.279,0.303,5.04,11.1,0,0.429,0.75,0.697,0,15.4,219,223,5.32,3,0,2.3,37.4,0,96,37.2,2.07,8.38,2.44,5.94,12.5,8.77,7.82,6.6,5.94,5.11,3.42,2.42,9.71,5.73,4.12,3.02,2.21,1.56,0.86,0.507,1,1570,1260,744,1.25,2.11,1.69,5.5,0.5,46.3,0.202,-0.162,0.087,-0.0127,-0.0114,268,333,20,161,-200,-19.1,107,533,39.2,0.625,0.775,0.0467,0.375,-0.465,-0.0445,115,143,8.61,69.2,-85.9,-8.21,0.227,0.21,0.812,7.59,375,54.5,0.873,0.127,1620,40.2,11.7,1750,41.8,12,3410,58.4,15.1,1.36,1.36,0,0,0,0.167,0.214,0,0,0,0.0556,0.0569,0,0,0,12,2,0,0,0,0,2.68,4.87,7.51,0.944,1.4,1.73,0.196,18,19.5,21,30.1,35,33.3,718,13,5.55,2.52,12,1360,1620,2310,2690,2160,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10,11-Epoxycarbamazepine",161.52,275.079078,586,37,2.67,4,2,1,2,1,0,0,2,1,0,0,1.26,0,0.424,0,0.54,0,0.128,0,0.133,31,12,0,0,0,0,0,8.68,18.1,0,10.1,0,0,0,0.167,0,0,0,0.5,0,0,0,1.96,3.83,70,0.615,3.31,6.92,0.0566,0.305,0,0,0,0.388,0.554,0.486,10.8,29.2,54.1,0.229,0,1.43,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,16,-0.359,0.303,5.03,11,0,0.429,0.75,0.876,0,17.3,218,245,5.46,3,0,1.5,38.2,0,110,39.5,2.08,11.4,5.5,5.94,13,9.27,8.61,7.26,6.76,5.89,4.24,3.23,10.1,6.2,4.77,3.54,2.74,2,1.22,0.778,1,1860,1400,742,1.33,2.51,1.89,5.57,0.516,58.9,0.378,-0.243,0.0924,-0.0737,0.144,268,398,19.8,163,-242,-27.5,105,640,47.3,0.622,0.924,0.0458,0.378,-0.561,-0.0639,116,172,8.52,70.2,-104,-11.9,0.189,0.242,0.607,7.86,354,77.5,0.82,0.18,1780,42.2,12.1,1910,43.7,12.4,3810,61.7,15.6,1.52,1.44,0.236,0.272,0.0786,0.706,1.15,0.136,0.136,0.034,0.244,0.333,0,0,0,10,2,0,2,0,0,3.15,5.84,9.23,1.23,1.88,2.45,0.233,16,21.3,23.7,32.8,40.3,40.2,814,12.7,4.78,2,12,1390,1730,2430,2930,2440,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlorothiazide,173.92,317.938026,460,29,1.13,2,2,1,1,0,0,0,2,0,0,0,3.05,0.493,0.78,0.201,0.875,0.0523,0.187,0.0151,0,23,6,0,0,0,0,0,0.909,6.39,0,3.3,0,0,1.44,0,0,0,0.333,0,0.5,0,0,-0.177,0.0313,61.3,0.483,2.22,7.37,0.0479,0.221,0,0,0,0.25,0.464,0.557,10.1,21,39,0.299,0,1.27,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,35,-0.275,0.285,7.26,12.8,2,0.429,0.75,0.79,0,21.3,204,194,5.17,3,0,0.161,30.8,0,94,33.6,1.98,27.5,9.73,8.44,12.8,7.72,8.67,5.95,4.99,3.56,3.07,1.49,9.25,5.26,4.37,2.91,2.02,1.27,0.807,0.342,1,2630,2130,707,1.24,3.72,3.01,5.8,0.435,135,0.457,-0.242,0.167,-0.153,0.105,150,240,16.3,267,-427,-46.4,-117,667,62.7,0.36,0.576,0.0392,0.64,-1.02,-0.111,62.5,100,6.8,111,-178,-19.3,0.178,0.155,0.143,1.09,326,91.2,0.781,0.219,2460,49.6,13.5,2530,50.3,13.6,4860,69.7,16.9,1.49,1.49,0,0,0,0.114,0.352,0,0,0,0.0406,0.0985,0,0,0,6,0,0,0,0,0,4.56,7.25,9.37,1.49,1.95,2.19,0.459,16,41.1,38.2,47.4,52.9,51.8,304,13.4,4.28,2.56,6,1590,1890,2850,2770,2160,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlorpyrifos (ethyl),169.86,371.915484,612,26,1.46,1,1,1,1,0,0,0,1,0,0,0,1.8,0.177,0.285,0,1.41,0.112,0.113,0,0.444,29,6,2,0.167,1.83,1.25,0,0.572,3.48,0,3.3,0,0,0,0,1.5,0,0,0,0,0,0,4.6,21.2,79.5,0.597,3.83,9.12,0.0441,0.283,0,0,0,0.445,0.39,0.457,13.5,42.6,77,0.255,0,1.29,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,-0.309,0.299,5.02,9.89,0,0.444,0.8,0.897,0,26.7,254,247,5.17,7,0,5.45,39.8,1,86,34.8,1.94,25.4,8.79,3.02,13.8,8.41,7.68,5.66,4.41,3.03,1.81,1.01,13.6,8.71,7.03,4.97,3.59,1.84,1.01,0.558,6,3640,2900,1110,1.25,3.27,2.61,6.4,0.207,82.5,0.571,-0.444,0.33,-0.252,0.0662,269,407,11.6,244,-369,-32.9,25.4,776,44.4,0.525,0.794,0.0225,0.475,-0.719,-0.064,138,209,5.93,125,-189,-16.9,0.198,0.204,0.218,2.22,466,47.5,0.908,0.0925,2190,46.7,13,2300,47.9,13.2,5310,72.9,17.5,2.72,2.72,0,0,0,0.0556,0.206,0,0,0,0.0161,0.0615,0,0,2,3,0,4,0,0,0,3.36,4.78,6.45,2.23,3.04,3.38,0.236,11,55.6,38.4,53.8,63.9,60.8,535,16.1,6.96,4.57,6,1110,1250,1670,1650,1390,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ciprofloxacin,188.595,354.12242,1230,43,2.56,4,2,3,1,1,0,0,3,0,0,0,1.78,0,0.637,0,0.74,0,0.166,0,0.412,42,6,0,0,0,0,0,9,19.7,0,10.8,0,0,0.945,0,0,0,0,0,0,0.436,0.25,1.41,1.99,87.9,0.514,4,12.5,0.0302,0.235,0,0,0,0.329,0.485,0.569,17,58.7,102,0.301,0,1.38,0,0,0,0,0,0,0,0,5,0,0,3,1,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,19,-0.346,0.314,4.51,11,1,0.455,0.833,0.773,0,27.4,292,440,5.75,3,1,2.49,48.2,0,134,49,2.04,20,7.43,9.95,16.8,11.6,10.8,8.96,7.69,6.44,4.76,3.61,13.1,8.13,6.37,4.44,3.24,2.33,1.38,0.894,3,4830,3850,1090,1.25,4.42,3.53,7.19,0.452,72.9,0.618,-0.244,-0.0872,-0.156,0.277,363,730,25.4,182,-366,-38.5,181,1100,63.8,0.666,1.34,0.0466,0.334,-0.672,-0.0706,197,398,13.8,98.9,-199,-20.9,0.147,0.163,1.36,3.6,362,182,0.666,0.334,2180,46.7,13,2370,48.7,13.3,4880,69.9,17,2.18,2.18,0.289,0.167,0,0.395,0.728,0.289,0.129,0,0.2,0.276,0,0,2,6,2,4,3,0,0,4.44,7.22,11,1.58,2.18,2.79,0.22,15,28.9,29.9,42.1,49,49.7,1470,17.4,6.96,3.36,6,1670,2050,2870,3200,2880,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coumaphos,204.34,385.003659,1080,36,2.12,2,2,1,1,0,0,0,2,0,0,0,2.05,0.177,0.394,0,1.42,0.112,0.148,0,0.357,38,6,2,0.356,3.34,3.43,0,2.67,8.54,0,7.14,0,0,0,0.76,1.85,0,0,0,0,0,0,3.89,15.2,90.5,0.845,3.61,14.9,0.0438,0.187,0,0,0,0.481,0.458,0.577,19.3,69.2,134,0.327,0,1.52,0,0,0,0,0,0,3,0,2,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,-0.309,0.333,4.93,10.1,0,0.455,0.833,0.861,0,32.9,299,385,5.52,7,0,4.53,48,0,112,43.7,1.99,23,14.4,0,16.3,10.4,9.55,7.72,6.37,4.37,3.26,2.07,14.9,9.65,7.67,5.74,4.12,1.95,1.23,0.728,6,5570,5100,966,1.09,5.77,5.27,7.24,0.263,95.9,0.69,-0.508,0.296,-0.15,0.0665,373,652,16.5,198,-347,-34.3,174,999,50.8,0.653,1.14,0.0289,0.347,-0.608,-0.0601,213,372,9.43,113,-198,-19.6,0.181,0.176,1.4,0.903,468,103,0.82,0.18,2480,49.8,13.5,2650,51.4,13.8,5470,74,17.6,1.18,1.08,0,0,0,0.113,0.336,0,0,0,0.0368,0.0788,0,0,1,6,2,5,0,0,0,4.31,7,9.03,2.49,3.55,3.47,0.265,16,45.4,40.1,55.1,61.4,52.2,1060,18.3,7.71,4.31,6,1350,1570,2200,2290,1910,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diazinon,177.722,327.090251,720,26,2.01,1,1,1,1,0,0,0,1,0,0,0,1.92,0.177,0.167,0,1.44,0.112,0.0577,0,0.667,40,6,3,1.55,3.25,5.54,0,0.646,3.08,0,2.94,0,0,0,0,1.5,0,0,0,0.5,0,0,3.15,9.93,79,1.24,5.07,11.1,0.0714,0.291,0,0,0,0.457,0.552,0.67,17.4,76.5,164,0.228,0,1.68,0,0,0,0,0,0,5,0,2,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,32,-0.309,0.299,4.99,9.68,0,0.444,0.8,0.823,0,37.7,272,266,5.25,7,0,3.63,46.3,0,90,36.9,1.94,21,8.81,6.1,14.5,8.9,8.2,5.51,4.75,3.09,2.04,1.26,13.8,8.9,7.17,4.56,3.38,1.54,0.987,0.517,7,3070,2480,1090,1.24,2.83,2.28,6.47,0.15,95.4,0.544,-0.459,0.414,-0.362,0.218,463,707,15.3,90.3,-138,-14.7,372,845,30,0.837,1.28,0.0277,0.163,-0.25,-0.0266,256,391,8.46,49.9,-76.3,-8.13,0.196,0.202,0.345,1.07,502,51,0.908,0.0922,2060,45.4,12.7,2270,47.7,13.1,4320,65.8,16.3,1.24,1.17,0,0,0,0.068,0.155,0,0,0,0.0144,0.0287,0,0,2,2,0,7,0,1,0,3.02,4.77,5.76,1.91,2.67,2.51,0.314,11,33.8,33.9,43.5,41.4,41.8,1260,17.1,7.7,5.48,6,1010,1130,1480,1480,1400,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dibutyl phthalate,182.71,301.141009,912,26,2.78,1,1,1,1,0,0,0,1,0,0,0,0.744,0,0.248,0,0.228,0,0.0449,0,0.5,42,6,4,0.0769,3.55,1.25,0,10.3,11.9,0,3.97,0,0,0.2,1.26,0.2,0,0,0,0,0,0,4.2,17.6,76.9,0.536,5.46,18.8,0.0216,0.22,0,0,0,0.321,0.377,0.537,24.8,116,196,0.319,0,1.24,0,0,0,0,0,0,2,0,6,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,16,-0.313,0.295,4.91,9.61,0,0.462,0.857,0.764,0,29.8,284,370,5.32,7,0,4.59,46,0,88,39.2,1.96,11,11,0,14.8,9.7,7.56,5.86,4.46,3.32,2.08,1.24,12.2,7.14,4.52,2.83,1.61,0.97,0.519,0.286,10,4640,3560,1250,1.3,3.71,2.85,7.87,0.143,52.6,0.545,-0.364,0.194,-0.0325,-0.325,462,767,19.6,127,-211,-18.9,335,978,38.4,0.785,1.3,0.0332,0.215,-0.357,-0.032,273,452,11.5,74.9,-124,-11.1,0.177,0.188,0.268,1.57,527,62.1,0.895,0.105,1600,40,11.7,1830,42.7,12.2,3350,57.9,15,2.85,2.85,0,0,0,0.0833,0.0962,0,0,0,0.0278,0.0278,0,0,2,4,2,4,4,0,0,1.95,3.1,4.37,0.505,0.659,0.715,0.189,12,23.1,22,27.5,30,31.3,1380,18,10.7,6.55,6,1010,1090,1340,1390,1280,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dichlorvos,149.94,242.935101,168,12,1.13,0,0,0,0,0,0,0,0,0,0,0,1.34,0.177,0,0,0.554,0.0186,0,0,0.5,18,0,2,0.25,0.5,0.4,0,0,1,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0.474,0.224,43.1,0.699,1.89,5.71,0.0843,0.228,0,0,0,0.335,0.404,0.456,8.29,16.1,31.9,0.266,0,1.19,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,-0.287,0.458,3.13,8.4,0,0.5,1,0.829,0,22.7,161,94,4.32,7,0,1.21,22.9,0,46,20.3,1.84,18.9,10.7,0,8.91,5.04,4.45,3.03,1.24,0.901,0.408,0,7.65,3.57,2.79,1.21,0.517,0.284,0.146,0,4,1530,1450,375,1.05,4.07,3.87,5.19,0,54.6,0.623,-0.607,0.546,-0.254,-0.154,174,219,11.1,212,-267,-33,-38.2,486,44.1,0.451,0.567,0.0288,0.549,-0.692,-0.0854,67.2,84.6,4.3,82,-103,-12.7,0.364,0.228,0.561,2.99,313,72.9,0.811,0.189,1450,38.1,11.3,1530,39.1,11.5,2740,52.4,14,1.65,1.58,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2.12,1.93,1.75,0.505,0.386,0.313,0.248,7,35.2,24.6,34.3,22.4,22.2,179,11,4.79,4.44,0,342,341,375,310,243,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dimethoate,147.675,251.988823,218,14,1.24,0,0,0,0,0,0,0,0,0,0,0,1.22,0.177,0,0,2.26,0.335,0,0,0.8,24,0,2,0.516,0.825,0.814,0,0,1,0,0,0,0,0,0.4,0.5,0,0,0,0,0,0,0.566,0.32,56,0.828,3,6.6,0.0794,0.288,0,0,0,0.36,0.469,0.517,10.4,27.8,54.6,0.225,0,1.35,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,32,-0.355,0.219,4.83,11.1,0,0.429,0.75,0.679,0,24.9,187,120,4.46,8,0,0.899,29.7,0,50,22.2,1.85,19.3,7.84,2.68,9.61,5.58,4.57,3.64,1.4,0.901,0.595,0.144,9.72,7.37,8.28,6.76,3.1,1.84,1.02,0.237,6,1240,1140,512,1.09,2.43,2.23,4.96,0,115,0.499,-0.352,0.231,-0.16,-0.158,298,376,15.2,101,-128,-20.2,196,504,35.3,0.746,0.942,0.0381,0.254,-0.321,-0.0506,119,150,6.06,40.4,-51.1,-8.04,0.173,0.257,0.305,4.6,335,63.7,0.84,0.16,1560,39.5,11.6,1680,41,11.9,2990,54.7,14.4,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.32,2.09,1.67,4.25,3.89,2.68,0.501,4,32.6,30.6,38.6,30.3,17.4,397,12,5.61,4.59,0,661,699,825,717,470,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diuron,158.2,255.006218,321,18,1.9,1,1,1,1,0,0,0,1,0,0,0,1.24,0,0.402,0,0.68,0,0.153,0,0.222,24,6,0,0.5,1.13,1.87,0,1.65,6.45,0,2.41,0,0,0,0,0,0,0,0,0,0.5,0,2.48,6.16,57.2,0.296,1.97,8.53,0.0274,0.182,0,0,0,0.298,0.531,0.574,10.8,19.9,35.7,0.343,0,1.4,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.9,35,-0.261,0.279,4.83,9.77,0,0.5,1,0.766,0,15.4,192,170,4.81,4,0,2.3,29.9,0,66,27.1,1.93,13.5,2.48,5.96,10.7,6.5,6.09,4.55,2.67,2.13,1.23,0.736,9.36,4.69,3.77,2.32,1.11,0.753,0.36,0.182,3,2360,2030,386,1.16,6.11,5.25,5.76,0.25,32.3,0.293,-0.229,0.171,-0.0957,0.021,212,226,12.8,206,-220,-24.7,5.65,447,37.4,0.507,0.542,0.0306,0.493,-0.528,-0.0591,88.4,94.5,5.33,86,-92,-10.3,0.26,0.244,1.96,5.28,382,35.9,0.914,0.086,1290,35.9,10.9,1390,37.3,11.2,2770,52.7,14.1,1.95,1.95,0,0,0,0.068,0.184,0,0,0,0.0241,0.0666,0,0,0,6,0,0,0,0,0,2.66,2.31,3.24,1.19,0.864,1.01,0.139,10,30.9,19.1,28.6,35.3,19.5,394,12.1,5.19,3.59,6,854,942,1210,1070,712,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ethion,180.43,406.976818,792,24,1.35,0,0,0,0,0,0,0,0,0,0,0,1.85,0.354,0,0,4.38,0.671,0,0,1,41,0,2,0.711,4.36,0,0,1.89,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,3.78,14.3,98,0.83,6.88,11.1,0.0441,0.366,0,0,0,0.363,0.466,0.476,18.8,91.4,174,0.193,0,1.31,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,32,-0.323,0.22,5.31,12.3,0,0.5,1,0.782,0,44.4,313,282,5.17,11,0,4.98,52.6,1,82,36,1.9,29.5,11.5,0,14.8,8.95,7.47,4.97,4.11,1.78,1.3,0.604,16.8,14.5,15.9,13.6,13.7,11.2,12,6.7,12,4290,3450,1560,1.24,2.74,2.21,6.83,0,171,0.595,-0.471,0.397,-0.366,0.186,482,760,14.2,106,-168,-15.3,376,927,29.6,0.819,1.29,0.0242,0.181,-0.285,-0.026,284,447,8.38,62.7,-98.7,-9.02,0.139,0.204,0.245,1.46,549,39.4,0.933,0.0669,2630,51.3,13.8,2860,53.4,14.2,5730,75.7,17.9,1.64,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.87,4.62,3.86,6.58,11.4,13,0.446,4,57.9,55.9,74.2,61.4,67.8,1260,19,9.83,8,0,1360,1480,1820,1820,1650,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Furosemide,190.28,352.99692,939,30,1.79,2,2,2,2,0,0,1,1,0,0,0,2.56,0.289,0.641,0.118,0.779,0.0294,0.148,0.0085,0.0833,32,11,0,0,0,0,0,4.5,11.1,0,5.8,0,0,1.44,0.504,0,0,0.167,0,0,0,0,1.59,2.53,77,0.638,2.65,13.2,0.0388,0.161,0,0,0,0.295,0.28,0.506,16.4,44.9,83.6,0.35,0,1.08,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,35,-0.328,0.292,4.67,12.3,0,0.5,1,0.923,0,21.8,253,341,5.46,3,1,1.2,39.7,0,108,41.5,1.98,23.9,12.6,5.48,15.6,9.79,9.82,6.88,5.64,3.65,3.02,1.64,11.5,6.41,4.9,3.21,2.17,1.23,0.745,0.359,5,4780,4030,964,1.19,4.96,4.18,7.1,0.406,131,0.58,-0.255,-0.007,-0.0191,0.184,255,527,26.2,264,-545,-50.4,-8.8,1070,76.6,0.492,1.02,0.0506,0.508,-1.05,-0.0972,132,273,13.6,137,-283,-26.1,0.141,0.158,1.25,4.1,313,206,0.603,0.397,2360,48.5,13.3,2490,49.9,13.6,4980,70.6,17.1,2.71,2.71,0,0,0.144,0.158,0.227,0,0,0.0393,0.0486,0.0711,0,0,2,8,1,1,0,0,0,3.99,6.1,7.34,1.33,1.71,1.75,0.397,14,39.4,34.5,44.9,48.3,51,669,17.4,7.05,4.49,11,1500,1740,2460,2360,2090,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
